"Time_period","Site","Temp_mean","Temp_min","Temp_max","Temp_range","VPD_mean","VPD_min","VPD_max","VPD_range"
"Month 11",51,12.0267173076923,7.0613,17.6792333333333,10.6179333333333,NA,NA,NA,NA
"Month 12",51,8.69201612903226,3.05858064516129,14.9615483870968,11.9029677419355,NA,NA,NA,NA
"Month 1",52,10.4222965949821,5.45070967741936,16.2003225806452,10.7496129032258,232.252964265311,0,811.469928592666,811.469928592666
"Month 2",52,11.2501124733475,3.94709523809524,21.2177142857143,17.270619047619,642.406921397062,70.7180493293806,1768.09045563379,1697.37240630441
"Month 11",52,12.462261502849,6.78446666666667,19.1416,12.3571333333333,NA,NA,NA,NA
"Month 12",52,8.71407392473118,2.11732258064516,17.0080322580645,14.8907096774194,NA,NA,NA,NA
"Month 1",54,10.0799870071685,5.34132258064516,15.6372903225806,10.2959677419355,198.635335514703,0,707.931476490082,707.931476490082
"Month 2",54,10.2056305476585,3.57352380952381,19.4146666666667,15.8411428571429,544.910487197711,50.4109877595945,1493.28752517669,1442.87653741709
"Month 11",54,12.1173983200707,6.87965517241379,18.2299655172414,11.3503103448276,NA,NA,NA,NA
"Month 12",54,7.42739112903226,1.43509677419355,16.2343225806452,14.7992258064516,NA,NA,NA,NA
"Month 1",58,9.86779121863799,4.51658064516129,17.9767741935484,13.4601935483871,228.922672939127,0,1088.25831794406,1088.25831794406
"Month 2",58,10.0853088023088,2.63109523809524,23.3778095238095,20.7467142857143,585.148465919261,20.5391762243151,2130.54195439914,2110.00277817482
"Month 11",58,12.0856317307692,6.13576666666667,21.2089333333333,15.0731666666667,NA,NA,NA,NA
"Month 12",58,7.20858109318996,0.537354838709677,19.7848387096774,19.2474838709677,NA,NA,NA,NA
"Month 1",61,10.4874605734767,5.836,18.2870322580645,12.4510322580645,265.50249978165,0.416459158273972,1140.0567046245,1139.64024546623
"Month 2",61,11.9496106902357,5.46447619047619,24.0264285714286,18.5619523809524,738.437154813362,132.759005373282,2213.12104891655,2080.36204354326
"Month 11",61,12.7309028490028,7.5345,22.0142666666667,14.4797666666667,NA,NA,NA,NA
"Month 12",61,9.39061827956989,3.77961290322581,19.8376451612903,16.0580322580645,NA,NA,NA,NA
"Month 1",65,9.98772222222222,5.16635483870968,16.4284516129032,11.2620967741935,199.490472022565,0,808.888290782781,808.888290782781
"Month 2",65,10.4354888768639,3.53795238095238,21.5637619047619,18.0258095238095,577.151847261476,45.4787754416163,1797.52637603681,1752.04760059519
"Month 11",65,12.0253873219373,6.6423,19.7610333333333,13.1187333333333,NA,NA,NA,NA
"Month 12",65,7.64494982078853,1.43932258064516,17.2203548387097,15.7810322580645,NA,NA,NA,NA
"Month 1",67,10.4347585125448,5.3688064516129,16.7165161290323,11.3477096774194,242.787888093685,0,887.324904675828,887.324904675828
"Month 2",67,11.2371536760641,3.66895238095238,20.9373333333333,17.268380952381,653.892724169068,61.3597713783725,1697.78832751486,1636.42855613649
"Month 11",67,12.490784045584,6.7362,19.3923,12.6561,NA,NA,NA,NA
"Month 12",67,8.64681720430108,1.97270967741935,17.6063225806452,15.6336129032258,NA,NA,NA,NA
"Month 1",72,10.9161993727599,7.03364516129032,16.5234516129032,9.4898064516129,263.548633783756,14.9663935448173,832.01917005171,817.052776506892
"Month 2",72,12.9195141356709,7.73466666666667,21.2067142857143,13.4720476190476,755.511953049395,255.908486247548,1705.6077081097,1449.69922186215
"Month 11",72,13.0891010536398,8.71227586206897,19.5938620689655,10.8815862068966,NA,NA,NA,NA
"Month 12",72,10.4590676523297,5.91458064516129,17.5422903225806,11.6277096774194,NA,NA,NA,NA
"Month 1",74,11.62004390681,7.28287096774194,18.2103548387097,10.9274838709677,402.662066760421,82.8038875083539,1114.05180149088,1031.24791398252
"Month 2",74,14.01018001443,7.95461904761905,23.9095714285714,15.9549523809524,949.245317656144,350.595116887548,2172.5529338829,1821.95781699535
"Month 11",74,13.9596733262108,8.98,22.0694666666667,13.0894666666667,NA,NA,NA,NA
"Month 12",74,11.63166890681,6.06935483870968,20.8262903225806,14.756935483871,NA,NA,NA,NA
"Month 1",75,10.7877580645161,7.01277419354839,15.6372580645161,8.62448387096774,279.19398469602,63.1040814119078,649.50168953888,586.397608126972
"Month 2",75,12.3362855339105,7.33938095238095,18.9672380952381,11.6278571428571,725.496761947879,302.994469894168,1377.86597815531,1074.87150826114
"Month 11",75,12.9310033475783,8.6838,18.4271,9.7433,NA,NA,NA,NA
"Month 12",75,10.1012710573477,5.68438709677419,16.1222903225806,10.4379032258065,NA,NA,NA,NA
"Month 1",76,11.1200828853047,7.30558064516129,15.6518387096774,8.34625806451613,312.445029193945,76.7978931140983,757.386285972649,680.58839285855
"Month 2",76,12.8238126431335,7.56419047619048,19.0923333333333,11.5281428571429,778.944860822538,319.62374627907,1448.09365683058,1128.46991055151
"Month 11",76,13.2781351679929,8.87593103448276,18.3471724137931,9.47124137931034,NA,NA,NA,NA
"Month 12",76,10.487101702509,5.84851612903226,15.9263870967742,10.0778709677419,NA,NA,NA,NA
"Month 1",79,11.0271863799283,6.41461290322581,16.9241935483871,10.5095806451613,317.517947563443,31.6360632593704,868.240923529597,836.604860270227
"Month 2",79,12.6706398508899,6.03385714285714,21.5655714285714,15.5317142857143,798.4993898839,216.742108948601,1784.3794237249,1567.6373147763
"Month 11",79,13.2737898504274,7.96456666666667,20.0725,12.1079333333333,NA,NA,NA,NA
"Month 12",79,10.0084941756272,4.31048387096774,17.4895161290323,13.1790322580645,NA,NA,NA,NA
"Month 1",87,9.40922177419355,4.60522580645161,15.4763548387097,10.8711290322581,161.08757428557,0,704.656978423886,704.656978423886
"Month 2",87,9.25938234423123,2.50028571428571,20.047380952381,17.5470952380952,480.690031604218,18.819215435477,1534.35267975559,1515.53346432011
"Month 11",87,11.4226220441595,6.09576666666667,18.3941333333333,12.2983666666667,NA,NA,NA,NA
"Month 12",87,6.50007168458781,0.620774193548387,16.1227419354839,15.5019677419355,NA,NA,NA,NA
"Month 1",92,10.4116388888889,5.35129032258065,17.9894193548387,12.6381290322581,255.903711409182,0,1023.61435172277,1023.61435172277
"Month 2",92,11.0225454374951,3.83138095238095,22.7420476190476,18.9106666666667,671.031213502328,89.6157415391884,1988.8248532295,1899.20911169031
"Month 11",92,12.5081955865016,6.75248275862069,21.223,14.4705172413793,NA,NA,NA,NA
"Month 12",92,8.33968458781362,2.02777419354839,19.185,17.1572258064516,NA,NA,NA,NA
"Month 1",94,10.7060017921147,6.92970967741936,15.1780322580645,8.24832258064516,274.189698005621,64.3251473192087,644.60970626778,580.284558948572
"Month 2",94,12.2289402886362,7.17076190476191,18.3164761904762,11.1457142857143,714.822955322263,292.377511564781,1347.28957228676,1054.91206072198
"Month 11",94,12.7958306980057,8.4952,17.8335666666667,9.33836666666667,NA,NA,NA,NA
"Month 12",94,9.96510752688172,5.5538064516129,15.2588709677419,9.70506451612903,NA,NA,NA,NA
"Month 1",95,11.4038575268817,6.781,18.0887419354839,11.3077419354839,373.581911650906,57.6791638705066,1084.03520694744,1026.35604307693
"Month 2",95,13.4750182618653,6.88819047619048,23.3841428571429,16.4959523809524,893.535387996127,269.81622978207,2114.67883719578,1844.86260741371
"Month 11",95,13.7303445156695,8.442,21.2916333333333,12.8496333333333,NA,NA,NA,NA
"Month 12",95,10.9399717741935,5.05138709677419,19.815935483871,14.7645483870968,NA,NA,NA,NA
"Month 1",97,11.140541218638,7.79258064516129,15.5145806451613,7.722,254.24638330036,30.9309975489341,652.211177586596,621.280180037661
"Month 2",97,12.6180036676287,8.273,19.0730476190476,10.8000476190476,705.049949887933,294.821498475114,1371.23610988566,1076.41461141055
"Month 11",97,13.1749199074074,9.47096666666667,18.1660666666667,8.6951,NA,NA,NA,NA
"Month 12",97,10.3913064516129,6.742,15.0949032258065,8.35290322580645,NA,NA,NA,NA
"Month 1",98,10.6877222222222,7.01522580645161,15.2480322580645,8.2328064516129,206.292290418612,9.05293680931339,633.687965453162,624.635028643849
"Month 2",98,11.7284422036642,7.079,18.1303333333333,11.0513333333333,621.286769883598,212.352634266444,1281.68156596703,1069.32893170059
"Month 11",98,12.6436566951567,8.63533333333333,17.9072,9.27186666666667,NA,NA,NA,NA
"Month 12",98,9.4576438172043,5.46135483870968,15.0703225806452,9.60896774193548,NA,NA,NA,NA
"Month 1",99,10.5056491935484,6.29364516129032,15.4303225806452,9.13667741935484,232.204195675661,1.47714265806023,683.774920932037,682.297778273977
"Month 2",99,11.8850705598989,6.16942857142857,18.885,12.7155714285714,674.956523191069,192.827962092007,1418.73268920494,1225.90472711293
"Month 11",99,12.6620512820513,7.9423,18.1804333333333,10.2381333333333,NA,NA,NA,NA
"Month 12",99,9.68176075268817,4.50916129032258,15.7053548387097,11.1961935483871,NA,NA,NA,NA
"Month 1",103,10.3466550179211,5.38683870967742,15.9796129032258,10.5927741935484,225.523097616201,0,774.396339839487,774.396339839487
"Month 2",103,10.8960907762773,3.693,20.4462857142857,16.7532857142857,613.996137492781,56.19208721638,1644.39070029754,1588.19861308116
"Month 11",103,12.4319329415954,6.7516,18.9629,12.2113,NA,NA,NA,NA
"Month 12",103,8.20503360215054,1.79254838709677,16.6742903225806,14.8817419354839,NA,NA,NA,NA
"Month 1",104,10.266042562724,5.25967741935484,16.615935483871,11.3562580645161,228.933074462022,0,836.321468912684,836.321468912684
"Month 2",104,10.9692226430976,3.65742857142857,21.5149047619048,17.8574761904762,630.880479174267,58.3638526372823,1735.33797075728,1676.97411812
"Month 11",104,12.3626961894587,6.66886666666667,19.7527666666667,13.0839,NA,NA,NA,NA
"Month 12",104,8.18684946236559,1.80012903225806,16.9712258064516,15.1710967741935,NA,NA,NA,NA
"Month 1",106,10.3599363799283,5.91722580645161,16.6745483870968,10.7573225806452,234.788802135741,0.706722217718275,845.87795537445,845.171233156731
"Month 2",106,11.7418743987494,5.63261904761905,21.8382857142857,16.2056666666667,692.163046450039,145.534858890452,1834.14325726752,1688.60839837706
"Month 11",106,12.5221270299145,7.53363333333333,20.1471333333333,12.6135,NA,NA,NA,NA
"Month 12",106,9.05511379928315,3.90890322580645,16.9494838709677,13.0405806451613,NA,NA,NA,NA
"Month 1",108,10.85041890681,6.90725806451613,16.4543870967742,9.54712903225806,293.5832863553,55.3213969269332,803.901648221696,748.580251294763
"Month 2",108,12.4097430856181,7.27633333333333,20.502619047619,13.2262857142857,745.948573894069,292.158728663243,1641.19253187471,1349.03380321147
"Month 11",108,13.0015133547009,8.64043333333333,19.4024666666667,10.7620333333333,NA,NA,NA,NA
"Month 12",108,10.1312844982079,5.56261290322581,17.1654838709677,11.6028709677419,NA,NA,NA,NA
"Month 1",110,10.2545022401434,4.96206451612903,16.666064516129,11.704,245.054651995857,0,827.356671808096,827.356671808096
"Month 2",110,10.8030454545455,3.19561904761905,20.4216666666667,17.2260476190476,634.646901242109,65.0432355300429,1611.798190048,1546.75495451796
"Month 11",110,12.4055831908832,6.46326666666667,19.6388,13.1755333333333,NA,NA,NA,NA
"Month 12",110,8.1401146953405,1.159,17.4250322580645,16.2660322580645,NA,NA,NA,NA
"Month 1",111,10.4693799283154,4.96290322580645,16.7867096774194,11.8238064516129,273.370379840053,0,917.624609565922,917.624609565922
"Month 2",111,11.166622955748,3.11561904761905,21.1135714285714,17.9979523809524,680.73372857033,55.6303268498359,1741.10553436986,1685.47520752002
"Month 11",111,12.7421702279202,6.48136666666667,19.9634666666667,13.4821,NA,NA,NA,NA
"Month 12",111,8.19391218637993,0.897354838709677,18.0953225806452,17.1979677419355,NA,NA,NA,NA
"Month 1",112,10.1150371863799,5.4271935483871,15.7164516129032,10.2892580645161,215.413943280503,0.440164147442383,709.006218374552,708.56605422711
"Month 2",112,10.5823270803271,4.05061904761905,19.3068571428571,15.2562380952381,593.620924719203,97.1536470870167,1480.83232868297,1383.67868159595
"Month 11",112,12.0855762108262,6.85996666666667,18.7573,11.8973333333333,NA,NA,NA,NA
"Month 12",112,8.07525537634409,2.2361935483871,16.0235483870968,13.7873548387097,NA,NA,NA,NA
"Month 1",114,10.8538413978495,6.4768064516129,18.1591935483871,11.6823870967742,277.364474148974,0.517860952978183,1094.03569396797,1093.51783301499
"Month 2",114,12.5583156565657,6.3977619047619,23.751380952381,17.353619047619,760.648948156407,161.569931747516,2145.11462946026,1983.54469771275
"Month 11",114,13.0601226851852,8.04636666666667,21.7819666666667,13.7356,NA,NA,NA,NA
"Month 12",114,9.91686335125448,4.79122580645161,18.9513548387097,14.1601290322581,NA,NA,NA,NA
"Week 1",5,11.4316706349206,8.62314285714286,14.9211428571429,6.298,NA,NA,NA,NA
"Week 2",5,10.9297003968254,7.69242857142857,14.7782857142857,7.08585714285714,NA,NA,NA,NA
"Week 3",5,10.3289404761905,6.33128571428571,15.1357142857143,8.80442857142857,193.994555791091,15.08434782061,508.04836823353,492.96402041292
"Week 4",5,9.04842658730159,5.47214285714286,13.9195714285714,8.44742857142857,150.654249157108,0,539.667029323623,539.667029323623
"Week 5",5,14.5488571428571,10.341,20.856,10.515,640.43982634933,250.240371321494,1330.07860342928,1079.83823210779
"Week 6",5,14.5425813492063,9.55371428571429,22.7138571428571,13.1601428571429,812.010971031993,319.843283517269,1856.83151573725,1536.98823221998
"Week 7",5,9.84831746031746,5.18542857142857,18.5682857142857,13.3828571428571,540.394000501344,144.197754529641,1400.58600934472,1256.38825481507
"Week 8",5,6.41386083471531,2.36733333333333,13.896,11.5286666666667,376.412672951237,131.48959456163,955.889974405224,824.400379843594
"Week 44",5,13.258625,8.80225,19.5695,10.76725,NA,NA,NA,NA
"Week 45",5,12.079434981685,8.19371428571429,17.4247142857143,9.231,NA,NA,NA,NA
"Week 46",5,11.8827222222222,8.40842857142857,16.6378571428571,8.22942857142857,NA,NA,NA,NA
"Week 47",5,14.8520555555556,10.7705714285714,20.427,9.65642857142857,NA,NA,NA,NA
"Week 48",5,10.6452103174603,7.19114285714286,14.7782857142857,7.58714285714286,NA,NA,NA,NA
"Week 49",5,9.99905158730159,6.18857142857143,14.5635714285714,8.375,NA,NA,NA,NA
"Week 50",5,11.3471369047619,7.33457142857143,16.3518571428571,9.01728571428571,NA,NA,NA,NA
"Week 51",5,7.98732738095238,4.03928571428571,12.3451428571429,8.30585714285714,NA,NA,NA,NA
"Week 52",5,9.56858531746032,5.68714285714286,14.4922857142857,8.80514285714286,NA,NA,NA,NA
"Week 53",5,10.2777083333333,7.549,15.065,7.516,NA,NA,NA,NA
"Week 1",9,11.4168452380952,7.95814285714286,16.2718571428571,8.31371428571429,NA,NA,NA,NA
"Week 2",9,11.0167420634921,6.882,16.344,9.462,NA,NA,NA,NA
"Week 3",9,10.4152738095238,5.446,16.702,11.256,244.340429509221,17.8492182773328,739.420295102885,721.571076825552
"Week 4",9,9.12750793650794,4.51314285714286,16.0568571428571,11.5437142857143,223.340713970814,9.54742373428217,782.611395616178,773.063971881896
"Week 5",9,14.3386765873016,8.46028571428571,23.425,14.9647142857143,705.540660563863,172.773981141043,1809.2512853037,1636.47730416266
"Week 6",9,14.4393611111111,7.67142857142857,24.4968571428571,16.8254285714286,898.200492379924,224.084794625413,2202.51565664756,1978.43086202214
