"Site","Date_time","Temp","RH","Dewpoint"
"5","2018-01-19 00:00:00 -0800",9,98.5,8.8
"5","2018-01-19 00:10:00 -0800",9,98.5,8.8
"5","2018-01-19 00:20:00 -0800",9,98,8.7
"5","2018-01-19 00:30:00 -0800",9,98,8.7
"5","2018-01-19 00:40:00 -0800",9,98,8.7
"5","2018-01-19 00:50:00 -0800",9,98,8.7
"5","2018-01-19 01:00:00 -0800",9,97.5,8.6
"5","2018-01-19 01:10:00 -0800",9,97.5,8.6
"5","2018-01-19 01:20:00 -0800",9,98,8.7
"5","2018-01-19 01:30:00 -0800",8.5,97.5,8.1
"5","2018-01-19 01:40:00 -0800",8.5,98.5,8.3
"5","2018-01-19 01:50:00 -0800",8.5,99,8.4
"5","2018-01-19 02:00:00 -0800",8.5,99,8.4
"5","2018-01-19 02:10:00 -0800",8,99,7.9
"5","2018-01-19 02:20:00 -0800",8,99.5,7.9
"5","2018-01-19 02:30:00 -0800",8,99,7.9
"5","2018-01-19 02:40:00 -0800",8,98.5,7.8
"5","2018-01-19 02:50:00 -0800",8,98.5,7.8
"5","2018-01-19 03:00:00 -0800",8,98.5,7.8
"5","2018-01-19 03:10:00 -0800",8,98.5,7.8
"5","2018-01-19 03:20:00 -0800",7.5,99,7.4
"5","2018-01-19 03:30:00 -0800",7.5,99.5,7.4
"5","2018-01-19 03:40:00 -0800",7.5,99.5,7.4
"5","2018-01-19 03:50:00 -0800",7.5,100,7.5
"5","2018-01-19 04:00:00 -0800",7.5,99.5,7.4
"5","2018-01-19 04:10:00 -0800",7.5,99.5,7.4
"5","2018-01-19 04:20:00 -0800",7.5,99.5,7.4
"5","2018-01-19 04:30:00 -0800",7.5,99.5,7.4
"5","2018-01-19 04:40:00 -0800",7,99.5,6.9
"5","2018-01-19 04:50:00 -0800",7,100,7
"5","2018-01-19 05:00:00 -0800",7,100,7
"5","2018-01-19 05:10:00 -0800",6.5,100.5,6.6
"5","2018-01-19 05:20:00 -0800",6.5,100.5,6.6
"5","2018-01-19 05:30:00 -0800",6.5,100,6.5
"5","2018-01-19 05:40:00 -0800",6.5,100.5,6.6
"5","2018-01-19 05:50:00 -0800",6.5,100.5,6.6
"5","2018-01-19 06:00:00 -0800",6.5,100,6.5
"5","2018-01-19 06:10:00 -0800",6.5,100,6.5
"5","2018-01-19 06:20:00 -0800",7,100,7
"5","2018-01-19 06:30:00 -0800",7,99.5,6.9
"5","2018-01-19 06:40:00 -0800",7,99.5,6.9
"5","2018-01-19 06:50:00 -0800",7,98.5,6.8
"5","2018-01-19 07:00:00 -0800",7,98.5,6.8
"5","2018-01-19 07:10:00 -0800",7,98.5,6.8
"5","2018-01-19 07:20:00 -0800",7,96.5,6.5
"5","2018-01-19 07:30:00 -0800",7,96.5,6.5
"5","2018-01-19 07:40:00 -0800",7,97,6.6
"5","2018-01-19 07:50:00 -0800",6.5,97.5,6.1
"5","2018-01-19 08:00:00 -0800",6,98,5.7
"5","2018-01-19 08:10:00 -0800",6.5,98,6.2
"5","2018-01-19 08:20:00 -0800",6,99,5.9
"5","2018-01-19 08:30:00 -0800",6,99.5,5.9
"5","2018-01-19 08:40:00 -0800",6.5,100,6.5
"5","2018-01-19 08:50:00 -0800",7,99.5,6.9
"5","2018-01-19 09:00:00 -0800",7.5,98,7.2
"5","2018-01-19 09:10:00 -0800",8,96.5,7.5
"5","2018-01-19 09:20:00 -0800",8.5,95.5,7.8
"5","2018-01-19 09:30:00 -0800",8.5,93.5,7.5
"5","2018-01-19 09:40:00 -0800",8.5,95,7.7
"5","2018-01-19 09:50:00 -0800",9,97.5,8.6
"5","2018-01-19 10:00:00 -0800",9,94,8.1
"5","2018-01-19 10:10:00 -0800",9,91,7.6
"5","2018-01-19 10:20:00 -0800",9,94,8.1
"5","2018-01-19 10:30:00 -0800",10,94.5,9.2
"5","2018-01-19 10:40:00 -0800",10,88.5,8.2
"5","2018-01-19 10:50:00 -0800",10.5,87,8.4
"5","2018-01-19 11:00:00 -0800",11,92.5,9.8
"5","2018-01-19 11:10:00 -0800",12,85,9.6
"5","2018-01-19 11:20:00 -0800",11.5,81,8.4
"5","2018-01-19 11:30:00 -0800",11.5,83.5,8.8
"5","2018-01-19 11:40:00 -0800",11.5,81.5,8.4
"5","2018-01-19 11:50:00 -0800",12.5,80.5,9.2
"5","2018-01-19 12:00:00 -0800",13,80,9.6
"5","2018-01-19 12:10:00 -0800",12.5,81.5,9.4
"5","2018-01-19 12:20:00 -0800",13,76,8.9
"5","2018-01-19 12:30:00 -0800",14,73,9.2
"5","2018-01-19 12:40:00 -0800",12.5,72,7.6
"5","2018-01-19 12:50:00 -0800",9.5,89,7.8
"5","2018-01-19 13:00:00 -0800",9.5,90,7.9
"5","2018-01-19 13:10:00 -0800",10,92,8.8
"5","2018-01-19 13:20:00 -0800",11,92,9.8
"5","2018-01-19 13:30:00 -0800",11,92.5,9.8
"5","2018-01-19 13:40:00 -0800",12.5,90,10.9
"5","2018-01-19 13:50:00 -0800",13,86,10.7
"5","2018-01-19 14:00:00 -0800",12,81.5,8.9
"5","2018-01-19 14:10:00 -0800",10,89.5,8.4
"5","2018-01-19 14:20:00 -0800",10.5,93,9.4
"5","2018-01-19 14:30:00 -0800",10.5,92,9.3
"5","2018-01-19 14:40:00 -0800",10.5,89.5,8.8
"5","2018-01-19 14:50:00 -0800",9.5,90.5,8
"5","2018-01-19 15:00:00 -0800",9,89,7.3
"5","2018-01-19 15:10:00 -0800",8.5,87,6.5
"5","2018-01-19 15:20:00 -0800",8,87.5,6.1
"5","2018-01-19 15:30:00 -0800",8,87,6
"5","2018-01-19 15:40:00 -0800",8,90.5,6.5
"5","2018-01-19 15:50:00 -0800",8.5,89.5,6.9
"5","2018-01-19 16:00:00 -0800",8.5,90.5,7
"5","2018-01-19 16:10:00 -0800",8.5,86.5,6.4
"5","2018-01-19 16:20:00 -0800",8.5,88,6.6
"5","2018-01-19 16:30:00 -0800",8.5,88.5,6.7
"5","2018-01-19 16:40:00 -0800",8.5,89.5,6.9
"5","2018-01-19 16:50:00 -0800",8.5,90.5,7
"5","2018-01-19 17:00:00 -0800",8,90,6.5
"5","2018-01-19 17:10:00 -0800",7.5,89.5,5.9
"5","2018-01-19 17:20:00 -0800",7.5,88.5,5.7
"5","2018-01-19 17:30:00 -0800",7,88.5,5.2
"5","2018-01-19 17:40:00 -0800",7,91.5,5.7
"5","2018-01-19 17:50:00 -0800",6.5,92.5,5.4
"5","2018-01-19 18:00:00 -0800",6.5,91.5,5.2
"5","2018-01-19 18:10:00 -0800",6.5,92.5,5.4
"5","2018-01-19 18:20:00 -0800",6.5,94,5.6
"5","2018-01-19 18:30:00 -0800",6,93,5
"5","2018-01-19 18:40:00 -0800",6,93.5,5
"5","2018-01-19 18:50:00 -0800",6,93.5,5
"5","2018-01-19 19:00:00 -0800",6,92.5,4.9
"5","2018-01-19 19:10:00 -0800",6,93.5,5
"5","2018-01-19 19:20:00 -0800",6,92.5,4.9
"5","2018-01-19 19:30:00 -0800",6,90,4.5
"5","2018-01-19 19:40:00 -0800",6.5,89,4.8
"5","2018-01-19 19:50:00 -0800",6,91,4.6
"5","2018-01-19 20:00:00 -0800",6,91,4.6
"5","2018-01-19 20:10:00 -0800",6,93,5
"5","2018-01-19 20:20:00 -0800",6,93.5,5
"5","2018-01-19 20:30:00 -0800",5.5,93.5,4.5
"5","2018-01-19 20:40:00 -0800",5.5,93.5,4.5
"5","2018-01-19 20:50:00 -0800",5.5,92.5,4.4
"5","2018-01-19 21:00:00 -0800",6,93,5
"5","2018-01-19 21:10:00 -0800",5.5,90.5,4.1
"5","2018-01-19 21:20:00 -0800",5,95,4.3
"5","2018-01-19 21:30:00 -0800",5.5,94,4.6
"5","2018-01-19 21:40:00 -0800",5.5,92.5,4.4
"5","2018-01-19 21:50:00 -0800",5.5,91.5,4.2
"5","2018-01-19 22:00:00 -0800",6,91,4.6
"5","2018-01-19 22:10:00 -0800",5.5,91.5,4.2
"5","2018-01-19 22:20:00 -0800",6,92.5,4.9
"5","2018-01-19 22:30:00 -0800",6,91.5,4.7
"5","2018-01-19 22:40:00 -0800",5.5,91.5,4.2
"5","2018-01-19 22:50:00 -0800",5.5,92,4.3
"5","2018-01-19 23:00:00 -0800",5.5,89.5,3.9
"5","2018-01-19 23:10:00 -0800",5.5,90.5,4.1
"5","2018-01-19 23:20:00 -0800",5.5,91,4.2
"5","2018-01-19 23:30:00 -0800",5,91,3.7
"5","2018-01-19 23:40:00 -0800",5,92.5,3.9
"5","2018-01-19 23:50:00 -0800",5,93,4
"5","2018-01-20 00:00:00 -0800",5,92.5,3.9
"5","2018-01-20 00:10:00 -0800",4.5,93,3.5
"5","2018-01-20 00:20:00 -0800",4.5,93.5,3.5
"5","2018-01-20 00:30:00 -0800",4.5,94,3.6
"5","2018-01-20 00:40:00 -0800",4.5,94.5,3.7
"5","2018-01-20 00:50:00 -0800",4.5,94,3.6
"5","2018-01-20 01:00:00 -0800",4.5,93,3.5
"5","2018-01-20 01:10:00 -0800",4,93.5,3
"5","2018-01-20 01:20:00 -0800",4,93,3
"5","2018-01-20 01:30:00 -0800",4,94.5,3.2
"5","2018-01-20 01:40:00 -0800",4,95,3.3
"5","2018-01-20 01:50:00 -0800",4,95,3.3
"5","2018-01-20 02:00:00 -0800",4.5,93.5,3.5
"5","2018-01-20 02:10:00 -0800",4.5,90,3
"5","2018-01-20 02:20:00 -0800",5,89.5,3.4
"5","2018-01-20 02:30:00 -0800",3.5,94,2.6
"5","2018-01-20 02:40:00 -0800",4,95,3.3
"5","2018-01-20 02:50:00 -0800",4.5,91,3.2
"5","2018-01-20 03:00:00 -0800",5,88.5,3.3
"5","2018-01-20 03:10:00 -0800",5,85.5,2.8
"5","2018-01-20 03:20:00 -0800",5,85,2.7
"5","2018-01-20 03:30:00 -0800",5.5,85,3.2
"5","2018-01-20 03:40:00 -0800",5,88,3.2
"5","2018-01-20 03:50:00 -0800",5,87.5,3.1
"5","2018-01-20 04:00:00 -0800",4.5,87.5,2.6
"5","2018-01-20 04:10:00 -0800",5,86,2.9
"5","2018-01-20 04:20:00 -0800",5,86.5,2.9
"5","2018-01-20 04:30:00 -0800",5,84,2.5
"5","2018-01-20 04:40:00 -0800",5,86,2.9
"5","2018-01-20 04:50:00 -0800",5,84.5,2.6
"5","2018-01-20 05:00:00 -0800",5,83.5,2.4
"5","2018-01-20 05:10:00 -0800",5,83.5,2.4
"5","2018-01-20 05:20:00 -0800",4,86,1.9
"5","2018-01-20 05:30:00 -0800",4,88,2.2
"5","2018-01-20 05:40:00 -0800",4.5,88,2.7
"5","2018-01-20 05:50:00 -0800",5,87,3
"5","2018-01-20 06:00:00 -0800",5,84.5,2.6
"5","2018-01-20 06:10:00 -0800",5.5,82.5,2.8
"5","2018-01-20 06:20:00 -0800",5,85.5,2.8
"5","2018-01-20 06:30:00 -0800",5,84.5,2.6
"5","2018-01-20 06:40:00 -0800",5,85.5,2.8
"5","2018-01-20 06:50:00 -0800",5,87,3
"5","2018-01-20 07:00:00 -0800",5,87,3
"5","2018-01-20 07:10:00 -0800",4.5,90,3
"5","2018-01-20 07:20:00 -0800",5,89,3.3
"5","2018-01-20 07:30:00 -0800",5,87,3
"5","2018-01-20 07:40:00 -0800",5,86.5,2.9
"5","2018-01-20 07:50:00 -0800",5,88,3.2
"5","2018-01-20 08:00:00 -0800",5.5,87.5,3.6
"5","2018-01-20 08:10:00 -0800",5.5,89.5,3.9
"5","2018-01-20 08:20:00 -0800",5.5,88,3.7
"5","2018-01-20 08:30:00 -0800",5.5,89,3.8
"5","2018-01-20 08:40:00 -0800",6,87,4
"5","2018-01-20 08:50:00 -0800",6,87,4
"5","2018-01-20 09:00:00 -0800",6,87,4
"5","2018-01-20 09:10:00 -0800",6,89,4.3
"5","2018-01-20 09:20:00 -0800",6,87.5,4.1
"5","2018-01-20 09:30:00 -0800",6.5,87,4.5
"5","2018-01-20 09:40:00 -0800",6.5,86.5,4.4
"5","2018-01-20 09:50:00 -0800",7,85.5,4.7
"5","2018-01-20 10:00:00 -0800",7,84.5,4.6
"5","2018-01-20 10:10:00 -0800",7.5,80,4.3
"5","2018-01-20 10:20:00 -0800",8,79,4.6
"5","2018-01-20 10:30:00 -0800",8,77,4.2
"5","2018-01-20 10:40:00 -0800",8.5,74,4.1
"5","2018-01-20 10:50:00 -0800",8.5,75,4.3
"5","2018-01-20 11:00:00 -0800",9,76.5,5.1
"5","2018-01-20 11:10:00 -0800",9,74,4.6
"5","2018-01-20 11:20:00 -0800",9.5,71,4.5
"5","2018-01-20 11:30:00 -0800",9.5,69,4.1
"5","2018-01-20 11:40:00 -0800",10,71,5
"5","2018-01-20 11:50:00 -0800",10,68.5,4.5
"5","2018-01-20 12:00:00 -0800",10.5,69.5,5.2
"5","2018-01-20 12:10:00 -0800",10.5,69.5,5.2
"5","2018-01-20 12:20:00 -0800",10.5,68,4.9
"5","2018-01-20 12:30:00 -0800",11,65,4.7
"5","2018-01-20 12:40:00 -0800",11,67.5,5.2
"5","2018-01-20 12:50:00 -0800",11,66,4.9
"5","2018-01-20 13:00:00 -0800",11,66.5,5
"5","2018-01-20 13:10:00 -0800",11.5,66,5.4
"5","2018-01-20 13:20:00 -0800",11.5,65.5,5.3
"5","2018-01-20 13:30:00 -0800",12,64.5,5.5
"5","2018-01-20 13:40:00 -0800",12,67,6.1
"5","2018-01-20 13:50:00 -0800",12,64,5.4
"5","2018-01-20 14:00:00 -0800",13,62,5.9
"5","2018-01-20 14:10:00 -0800",13.5,59.5,5.8
"5","2018-01-20 14:20:00 -0800",12.5,63,5.7
"5","2018-01-20 14:30:00 -0800",12,61,4.7
"5","2018-01-20 14:40:00 -0800",12,60.5,4.6
"5","2018-01-20 14:50:00 -0800",12,58.5,4.1
"5","2018-01-20 15:00:00 -0800",12,57.5,3.9
"5","2018-01-20 15:10:00 -0800",11.5,59,3.8
"5","2018-01-20 15:20:00 -0800",11.5,57.5,3.4
"5","2018-01-20 15:30:00 -0800",11,64.5,4.6
"5","2018-01-20 15:40:00 -0800",11,67.5,5.2
"5","2018-01-20 15:50:00 -0800",11,70,5.7
"5","2018-01-20 16:00:00 -0800",10.5,71.5,5.6
"5","2018-01-20 16:10:00 -0800",10.5,72.5,5.8
"5","2018-01-20 16:20:00 -0800",10,72,5.2
"5","2018-01-20 16:30:00 -0800",10,75.5,5.9
"5","2018-01-20 16:40:00 -0800",9,76,5
"5","2018-01-20 16:50:00 -0800",9,76.5,5.1
"5","2018-01-20 17:00:00 -0800",8.5,78.5,5
"5","2018-01-20 17:10:00 -0800",8,79.5,4.7
"5","2018-01-20 17:20:00 -0800",8,82.5,5.2
"5","2018-01-20 17:30:00 -0800",8,80,4.8
"5","2018-01-20 17:40:00 -0800",7.5,81,4.5
"5","2018-01-20 17:50:00 -0800",7.5,83.5,4.9
"5","2018-01-20 18:00:00 -0800",7,84.5,4.6
"5","2018-01-20 18:10:00 -0800",7,85.5,4.7
"5","2018-01-20 18:20:00 -0800",6.5,87,4.5
"5","2018-01-20 18:30:00 -0800",6.5,87,4.5
"5","2018-01-20 18:40:00 -0800",6.5,86.5,4.4
"5","2018-01-20 18:50:00 -0800",6.5,86,4.3
"5","2018-01-20 19:00:00 -0800",6,87,4
"5","2018-01-20 19:10:00 -0800",6,87.5,4.1
"5","2018-01-20 19:20:00 -0800",6,87.5,4.1
"5","2018-01-20 19:30:00 -0800",6,87.5,4.1
"5","2018-01-20 19:40:00 -0800",6,88,4.2
"5","2018-01-20 19:50:00 -0800",6.5,87.5,4.6
"5","2018-01-20 20:00:00 -0800",6,87.5,4.1
"5","2018-01-20 20:10:00 -0800",6,87,4
"5","2018-01-20 20:20:00 -0800",6,87.5,4.1
"5","2018-01-20 20:30:00 -0800",6,87,4
"5","2018-01-20 20:40:00 -0800",6,87.5,4.1
"5","2018-01-20 20:50:00 -0800",5.5,88,3.7
"5","2018-01-20 21:00:00 -0800",6,86.5,3.9
"5","2018-01-20 21:10:00 -0800",5.5,86.5,3.4
"5","2018-01-20 21:20:00 -0800",5.5,86,3.3
"5","2018-01-20 21:30:00 -0800",6,87,4
"5","2018-01-20 21:40:00 -0800",5.5,87,3.5
"5","2018-01-20 21:50:00 -0800",6,84,3.5
"5","2018-01-20 22:00:00 -0800",5.5,85,3.2
"5","2018-01-20 22:10:00 -0800",5.5,84.5,3.1
"5","2018-01-20 22:20:00 -0800",5.5,84,3
"5","2018-01-20 22:30:00 -0800",5,85,2.7
"5","2018-01-20 22:40:00 -0800",5,84,2.5
"5","2018-01-20 22:50:00 -0800",5,85,2.7
"5","2018-01-20 23:00:00 -0800",5,85.5,2.8
"5","2018-01-20 23:10:00 -0800",5,83.5,2.4
"5","2018-01-20 23:20:00 -0800",5,84.5,2.6
"5","2018-01-20 23:30:00 -0800",5,84.5,2.6
"5","2018-01-20 23:40:00 -0800",4.5,86,2.4
"5","2018-01-20 23:50:00 -0800",4.5,86.5,2.4
"5","2018-01-21 00:00:00 -0800",4.5,86.5,2.4
"5","2018-01-21 00:10:00 -0800",4.5,87,2.5
"5","2018-01-21 00:20:00 -0800",4.5,86,2.4
"5","2018-01-21 00:30:00 -0800",4.5,86,2.4
"5","2018-01-21 00:40:00 -0800",4.5,87,2.5
"5","2018-01-21 00:50:00 -0800",4.5,87.5,2.6
"5","2018-01-21 01:00:00 -0800",4.5,88.5,2.8
"5","2018-01-21 01:10:00 -0800",4.5,89,2.8
"5","2018-01-21 01:20:00 -0800",4.5,89.5,2.9
"5","2018-01-21 01:30:00 -0800",4.5,89.5,2.9
"5","2018-01-21 01:40:00 -0800",4.5,91,3.2
"5","2018-01-21 01:50:00 -0800",4.5,91.5,3.2
"5","2018-01-21 02:00:00 -0800",4.5,92,3.3
"5","2018-01-21 02:10:00 -0800",4.5,91.5,3.2
"5","2018-01-21 02:20:00 -0800",4.5,91.5,3.2
"5","2018-01-21 02:30:00 -0800",4.5,92.5,3.4
"5","2018-01-21 02:40:00 -0800",4.5,92,3.3
"5","2018-01-21 02:50:00 -0800",4.5,91,3.2
"5","2018-01-21 03:00:00 -0800",4.5,91,3.2
"5","2018-01-21 03:10:00 -0800",4.5,91.5,3.2
"5","2018-01-21 03:20:00 -0800",4.5,91.5,3.2
"5","2018-01-21 03:30:00 -0800",4.5,90.5,3.1
"5","2018-01-21 03:40:00 -0800",4,91.5,2.7
"5","2018-01-21 03:50:00 -0800",4,92.5,2.9
"5","2018-01-21 04:00:00 -0800",4.5,91,3.2
"5","2018-01-21 04:10:00 -0800",4.5,91,3.2
"5","2018-01-21 04:20:00 -0800",4.5,91.5,3.2
"5","2018-01-21 04:30:00 -0800",4,92,2.8
"5","2018-01-21 04:40:00 -0800",4,92.5,2.9
"5","2018-01-21 04:50:00 -0800",4,92.5,2.9
"5","2018-01-21 05:00:00 -0800",4,92,2.8
"5","2018-01-21 05:10:00 -0800",4,92,2.8
"5","2018-01-21 05:20:00 -0800",4,91.5,2.7
"5","2018-01-21 05:30:00 -0800",4,92.5,2.9
"5","2018-01-21 05:40:00 -0800",4,91.5,2.7
"5","2018-01-21 05:50:00 -0800",3.5,92.5,2.4
"5","2018-01-21 06:00:00 -0800",4,94,3.1
"5","2018-01-21 06:10:00 -0800",4,91.5,2.7
"5","2018-01-21 06:20:00 -0800",4,91.5,2.7
"5","2018-01-21 06:30:00 -0800",4,92,2.8
"5","2018-01-21 06:40:00 -0800",3.5,93,2.5
"5","2018-01-21 06:50:00 -0800",3.5,93,2.5
"5","2018-01-21 07:00:00 -0800",3,94.5,2.2
"5","2018-01-21 07:10:00 -0800",3,95.5,2.4
"5","2018-01-21 07:20:00 -0800",3.5,95,2.8
"5","2018-01-21 07:30:00 -0800",4,93.5,3
"5","2018-01-21 07:40:00 -0800",4,92,2.8
"5","2018-01-21 07:50:00 -0800",4,91.5,2.7
"5","2018-01-21 08:00:00 -0800",4.5,91,3.2
"5","2018-01-21 08:10:00 -0800",5,90,3.5
"5","2018-01-21 08:20:00 -0800",5,89,3.3
"5","2018-01-21 08:30:00 -0800",5.5,87.5,3.6
"5","2018-01-21 08:40:00 -0800",6,87.5,4.1
"5","2018-01-21 08:50:00 -0800",7,86,4.8
"5","2018-01-21 09:00:00 -0800",8,83,5.3
"5","2018-01-21 09:10:00 -0800",8.5,80.5,5.3
"5","2018-01-21 09:20:00 -0800",8,83,5.3
"5","2018-01-21 09:30:00 -0800",7,89,5.3
"5","2018-01-21 09:40:00 -0800",7.5,86.5,5.4
"5","2018-01-21 09:50:00 -0800",7.5,85.5,5.2
"5","2018-01-21 10:00:00 -0800",8,85.5,5.7
"5","2018-01-21 10:10:00 -0800",8,84,5.5
"5","2018-01-21 10:20:00 -0800",8.5,82.5,5.7
"5","2018-01-21 10:30:00 -0800",9,82,6.1
"5","2018-01-21 10:40:00 -0800",10,82,7.1
"5","2018-01-21 10:50:00 -0800",11.5,78,7.8
"5","2018-01-21 11:00:00 -0800",12,71,6.9
"5","2018-01-21 11:10:00 -0800",12,69.5,6.6
"5","2018-01-21 11:20:00 -0800",12,70.5,6.8
"5","2018-01-21 11:30:00 -0800",11.5,70.5,6.3
"5","2018-01-21 11:40:00 -0800",12,70.5,6.8
"5","2018-01-21 11:50:00 -0800",13,67.5,7.1
"5","2018-01-21 12:00:00 -0800",14,64,7.3
"5","2018-01-21 12:10:00 -0800",14.5,62,7.3
"5","2018-01-21 12:20:00 -0800",15,63,8
"5","2018-01-21 12:30:00 -0800",15.5,60.5,7.9
"5","2018-01-21 12:40:00 -0800",15,60,7.3
"5","2018-01-21 12:50:00 -0800",15,63.5,8.1
"5","2018-01-21 13:00:00 -0800",15.5,61,8
"5","2018-01-21 13:10:00 -0800",15.5,61.5,8.1
"5","2018-01-21 13:20:00 -0800",15.5,60.5,7.9
"5","2018-01-21 13:30:00 -0800",15.5,59.5,7.7
"5","2018-01-21 13:40:00 -0800",15.5,61.5,8.1
"5","2018-01-21 13:50:00 -0800",16,60.5,8.4
"5","2018-01-21 14:00:00 -0800",16,59.5,8.1
"5","2018-01-21 14:10:00 -0800",16,59.5,8.1
"5","2018-01-21 14:20:00 -0800",15.5,53.5,6.1
"5","2018-01-21 14:30:00 -0800",15.5,55,6.5
"5","2018-01-21 14:40:00 -0800",15.5,56,6.8
"5","2018-01-21 14:50:00 -0800",15.5,56,6.8
"5","2018-01-21 15:00:00 -0800",15.5,59.5,7.7
"5","2018-01-21 15:10:00 -0800",15,60,7.3
"5","2018-01-21 15:20:00 -0800",15,59,7.1
"5","2018-01-21 15:30:00 -0800",14.5,60.5,7
"5","2018-01-21 15:40:00 -0800",14,63,7.1
"5","2018-01-21 15:50:00 -0800",13.5,63.5,6.7
"5","2018-01-21 16:00:00 -0800",13.5,63.5,6.7
"5","2018-01-21 16:10:00 -0800",13,66,6.8
"5","2018-01-21 16:20:00 -0800",12.5,67.5,6.7
"5","2018-01-21 16:30:00 -0800",12.5,66.5,6.4
"5","2018-01-21 16:40:00 -0800",12,69,6.5
"5","2018-01-21 16:50:00 -0800",11.5,69.5,6.1
"5","2018-01-21 17:00:00 -0800",11,70.5,5.9
"5","2018-01-21 17:10:00 -0800",11,71.5,6.1
"5","2018-01-21 17:20:00 -0800",10.5,74,6.1
"5","2018-01-21 17:30:00 -0800",10,77.5,6.3
"5","2018-01-21 17:40:00 -0800",9.5,79,6
"5","2018-01-21 17:50:00 -0800",9.5,80.5,6.3
"5","2018-01-21 18:00:00 -0800",9.5,81,6.4
"5","2018-01-21 18:10:00 -0800",9,81.5,6
"5","2018-01-21 18:20:00 -0800",9,81,5.9
"5","2018-01-21 18:30:00 -0800",9,82.5,6.2
"5","2018-01-21 18:40:00 -0800",9,82,6.1
"5","2018-01-21 18:50:00 -0800",9.5,81.5,6.5
"5","2018-01-21 19:00:00 -0800",9.5,80,6.2
"5","2018-01-21 19:10:00 -0800",9.5,79,6
"5","2018-01-21 19:20:00 -0800",9.5,79.5,6.1
"5","2018-01-21 19:30:00 -0800",9.5,80,6.2
"5","2018-01-21 19:40:00 -0800",9.5,80,6.2
"5","2018-01-21 19:50:00 -0800",9.5,79.5,6.1
"5","2018-01-21 20:00:00 -0800",9.5,80,6.2
"5","2018-01-21 20:10:00 -0800",9.5,79,6
"5","2018-01-21 20:20:00 -0800",9.5,80,6.2
"5","2018-01-21 20:30:00 -0800",9.5,82,6.6
"5","2018-01-21 20:40:00 -0800",10,82,7.1
"5","2018-01-21 20:50:00 -0800",10,82,7.1
"5","2018-01-21 21:00:00 -0800",10,82.5,7.2
"5","2018-01-21 21:10:00 -0800",10,82,7.1
"5","2018-01-21 21:20:00 -0800",10,81,6.9
"5","2018-01-21 21:30:00 -0800",10,82,7.1
"5","2018-01-21 21:40:00 -0800",10,81,6.9
"5","2018-01-21 21:50:00 -0800",10.5,81.5,7.5
"5","2018-01-21 22:00:00 -0800",10,82.5,7.2
"5","2018-01-21 22:10:00 -0800",10,84.5,7.5
"5","2018-01-21 22:20:00 -0800",10,85.5,7.7
"5","2018-01-21 22:30:00 -0800",10,88.5,8.2
"5","2018-01-21 22:40:00 -0800",10,88,8.1
"5","2018-01-21 22:50:00 -0800",10,88.5,8.2
"5","2018-01-21 23:00:00 -0800",10,89.5,8.4
"5","2018-01-21 23:10:00 -0800",10,90,8.4
"5","2018-01-21 23:20:00 -0800",10,88.5,8.2
"5","2018-01-21 23:30:00 -0800",10,88,8.1
"5","2018-01-21 23:40:00 -0800",10.5,87,8.4
"5","2018-01-21 23:50:00 -0800",10.5,85.5,8.2
"5","2018-01-22 00:00:00 -0800",10.5,85,8.1
"5","2018-01-22 00:10:00 -0800",10.5,85,8.1
"5","2018-01-22 00:20:00 -0800",10.5,89.5,8.8
"5","2018-01-22 00:30:00 -0800",10,91,8.6
"5","2018-01-22 00:40:00 -0800",10,94.5,9.2
"5","2018-01-22 00:50:00 -0800",9.5,95,8.7
"5","2018-01-22 01:00:00 -0800",9.5,96,8.9
"5","2018-01-22 01:10:00 -0800",9.5,97,9
"5","2018-01-22 01:20:00 -0800",9.5,97,9
"5","2018-01-22 01:30:00 -0800",9.5,97.5,9.1
"5","2018-01-22 01:40:00 -0800",9.5,98,9.2
"5","2018-01-22 01:50:00 -0800",10,98,9.7
"5","2018-01-22 02:00:00 -0800",10,98,9.7
"5","2018-01-22 02:10:00 -0800",10,98,9.7
"5","2018-01-22 02:20:00 -0800",10,98,9.7
"5","2018-01-22 02:30:00 -0800",10,98,9.7
"5","2018-01-22 02:40:00 -0800",10,98,9.7
"5","2018-01-22 02:50:00 -0800",10,98,9.7
"5","2018-01-22 03:00:00 -0800",10.5,98,10.2
"5","2018-01-22 03:10:00 -0800",10,98,9.7
"5","2018-01-22 03:20:00 -0800",10,98.5,9.8
"5","2018-01-22 03:30:00 -0800",10.5,98.5,10.3
"5","2018-01-22 03:40:00 -0800",10.5,99,10.3
"5","2018-01-22 03:50:00 -0800",10.5,99,10.3
"5","2018-01-22 04:00:00 -0800",10.5,99,10.3
"5","2018-01-22 04:10:00 -0800",10.5,99,10.3
"5","2018-01-22 04:20:00 -0800",10.5,99,10.3
"5","2018-01-22 04:30:00 -0800",10.5,99,10.3
"5","2018-01-22 04:40:00 -0800",10.5,99,10.3
"5","2018-01-22 04:50:00 -0800",10.5,99.5,10.4
"5","2018-01-22 05:00:00 -0800",10.5,99.5,10.4
"5","2018-01-22 05:10:00 -0800",10.5,99.5,10.4
"5","2018-01-22 05:20:00 -0800",10.5,99.5,10.4
"5","2018-01-22 05:30:00 -0800",10.5,99.5,10.4
"5","2018-01-22 05:40:00 -0800",10.5,100,10.5
"5","2018-01-22 05:50:00 -0800",10.5,100,10.5
"5","2018-01-22 06:00:00 -0800",10.5,100,10.5
