"Site","Date_time","Temp","RH","Dewpoint"
"79","2018-02-03 07:50:00 -0800",11.5,70,6.2
"79","2018-02-03 08:00:00 -0800",13,66,6.8
"79","2018-02-03 08:10:00 -0800",15,62,7.8
"79","2018-02-03 08:20:00 -0800",16,61,8.5
"79","2018-02-03 08:30:00 -0800",17,57,8.4
"79","2018-02-03 08:40:00 -0800",21,50.5,10.3
"79","2018-02-03 08:50:00 -0800",25.5,42.5,11.8
"79","2018-02-03 09:00:00 -0800",27,37.5,11.3
"79","2018-02-03 09:10:00 -0800",29,37,12.8
"79","2018-02-03 09:20:00 -0800",30,33,12
"79","2018-02-03 09:30:00 -0800",31,30.5,11.6
"79","2018-02-03 09:40:00 -0800",30.5,31.5,11.7
"79","2018-02-03 09:50:00 -0800",33.5,29,13
"79","2018-02-03 10:00:00 -0800",35,26,12.6
"79","2018-02-03 10:10:00 -0800",33.5,27.5,12.2
"79","2018-02-03 10:20:00 -0800",33,27.5,11.8
"79","2018-02-03 10:30:00 -0800",31.5,29,11.3
"79","2018-02-03 10:40:00 -0800",30.5,28.5,10.2
"79","2018-02-03 10:50:00 -0800",28.5,32,10.2
"79","2018-02-03 11:00:00 -0800",30,29.5,10.3
"79","2018-02-03 11:10:00 -0800",32,26,10.1
"79","2018-02-03 11:20:00 -0800",32,25.5,9.8
"79","2018-02-03 11:30:00 -0800",30,28,9.5
"79","2018-02-03 11:40:00 -0800",28.5,29,8.7
"79","2018-02-03 11:50:00 -0800",28,31,9.3
"79","2018-02-03 12:00:00 -0800",28,30,8.8
"79","2018-02-03 12:10:00 -0800",27.5,32,9.3
"79","2018-02-03 12:20:00 -0800",27.5,31.5,9.1
"79","2018-02-03 12:30:00 -0800",26,33.5,8.7
"79","2018-02-03 12:40:00 -0800",26.5,33,8.9
"79","2018-02-03 12:50:00 -0800",26.5,32,8.5
"79","2018-02-03 13:00:00 -0800",26,33,8.5
"79","2018-02-03 13:10:00 -0800",26.5,33,8.9
"79","2018-02-03 13:20:00 -0800",26,32.5,8.3
"79","2018-02-03 13:30:00 -0800",26,33.5,8.7
"79","2018-02-03 13:40:00 -0800",26,32,8
"79","2018-02-03 13:50:00 -0800",26.5,32.5,8.7
"79","2018-02-03 14:00:00 -0800",26,32,8
"79","2018-02-03 14:10:00 -0800",27,30,8
"79","2018-02-03 14:20:00 -0800",26.5,30,7.5
"79","2018-02-03 14:30:00 -0800",26,30,7.1
"79","2018-02-03 14:40:00 -0800",25.5,30.5,6.9
"79","2018-02-03 14:50:00 -0800",25.5,33,8.1
"79","2018-02-03 15:00:00 -0800",25.5,33,8.1
"79","2018-02-03 15:10:00 -0800",26,31.5,7.8
"79","2018-02-03 15:20:00 -0800",25.5,32,7.6
"79","2018-02-03 15:30:00 -0800",25.5,34,8.5
"79","2018-02-03 15:40:00 -0800",25,33.5,7.8
"79","2018-02-03 15:50:00 -0800",24.5,34.5,7.8
"79","2018-02-03 16:00:00 -0800",24,35.5,7.8
"79","2018-02-03 16:10:00 -0800",24,35,7.6
"79","2018-02-03 16:20:00 -0800",23.5,36.5,7.8
"79","2018-02-03 16:30:00 -0800",23,36.5,7.3
"79","2018-02-03 16:40:00 -0800",22.5,37.5,7.3
"79","2018-02-03 16:50:00 -0800",22,43,8.9
"79","2018-02-03 17:00:00 -0800",21,43.5,8.1
"79","2018-02-03 17:10:00 -0800",19,48,7.8
"79","2018-02-03 17:20:00 -0800",18,51,7.7
"79","2018-02-03 17:30:00 -0800",17,54,7.6
"79","2018-02-03 17:40:00 -0800",16,55.5,7.1
"79","2018-02-03 17:50:00 -0800",15.5,58,7.3
"79","2018-02-03 18:00:00 -0800",15,59.5,7.2
"79","2018-02-03 18:10:00 -0800",14,62.5,7
"79","2018-02-03 18:20:00 -0800",14,63,7.1
"79","2018-02-03 18:30:00 -0800",14.5,63,7.5
"79","2018-02-03 18:40:00 -0800",13.5,64.5,6.9
"79","2018-02-03 18:50:00 -0800",13.5,66.5,7.4
"79","2018-02-03 19:00:00 -0800",13.5,63.5,6.7
"79","2018-02-03 19:10:00 -0800",13.5,63.5,6.7
"79","2018-02-03 19:20:00 -0800",13.5,63,6.6
"79","2018-02-03 19:30:00 -0800",13.5,62.5,6.5
"79","2018-02-03 19:40:00 -0800",13.5,61,6.1
"79","2018-02-03 19:50:00 -0800",13.5,61.5,6.3
"79","2018-02-03 20:00:00 -0800",13.5,61,6.1
"79","2018-02-03 20:10:00 -0800",13.5,60.5,6
"79","2018-02-03 20:20:00 -0800",13.5,60.5,6
"79","2018-02-03 20:30:00 -0800",13.5,60,5.9
"79","2018-02-03 20:40:00 -0800",13.5,60,5.9
"79","2018-02-03 20:50:00 -0800",13.5,60.5,6
"79","2018-02-03 21:00:00 -0800",13.5,60,5.9
"79","2018-02-03 21:10:00 -0800",13.5,60.5,6
"79","2018-02-03 21:20:00 -0800",14,58.5,6
"79","2018-02-03 21:30:00 -0800",14,60,6.4
"79","2018-02-03 21:40:00 -0800",14,60,6.4
"79","2018-02-03 21:50:00 -0800",13.5,60.5,6
"79","2018-02-03 22:00:00 -0800",13.5,61.5,6.3
"79","2018-02-03 22:10:00 -0800",14,61.5,6.7
"79","2018-02-03 22:20:00 -0800",13.5,62.5,6.5
"79","2018-02-03 22:30:00 -0800",13.5,62.5,6.5
"79","2018-02-03 22:40:00 -0800",13.5,63,6.6
"79","2018-02-03 22:50:00 -0800",13.5,64,6.8
"79","2018-02-03 23:00:00 -0800",13,64,6.4
"79","2018-02-03 23:10:00 -0800",13,65,6.6
"79","2018-02-03 23:20:00 -0800",13,65,6.6
"79","2018-02-03 23:30:00 -0800",13.5,65,7.1
"79","2018-02-03 23:40:00 -0800",12.5,66.5,6.4
"79","2018-02-03 23:50:00 -0800",13,67.5,7.1
"79","2018-02-04 00:00:00 -0800",13,66.5,6.9
"79","2018-02-04 00:10:00 -0800",13,66.5,6.9
"79","2018-02-04 00:20:00 -0800",13,67.5,7.1
"79","2018-02-04 00:30:00 -0800",13,66.5,6.9
"79","2018-02-04 00:40:00 -0800",12.5,67.5,6.7
"79","2018-02-04 00:50:00 -0800",12.5,68.5,6.9
"79","2018-02-04 01:00:00 -0800",12.5,69,7
"79","2018-02-04 01:10:00 -0800",12.5,69,7
"79","2018-02-04 01:20:00 -0800",12.5,67.5,6.7
"79","2018-02-04 01:30:00 -0800",12.5,70,7.2
"79","2018-02-04 01:40:00 -0800",12,70,6.7
"79","2018-02-04 01:50:00 -0800",12,70.5,6.8
"79","2018-02-04 02:00:00 -0800",12,70.5,6.8
"79","2018-02-04 02:10:00 -0800",12,70.5,6.8
"79","2018-02-04 02:20:00 -0800",12.5,71.5,7.5
"79","2018-02-04 02:30:00 -0800",12,71.5,7
"79","2018-02-04 02:40:00 -0800",12,72.5,7.2
"79","2018-02-04 02:50:00 -0800",12.5,72,7.6
"79","2018-02-04 03:00:00 -0800",12.5,71.5,7.5
"79","2018-02-04 03:10:00 -0800",12.5,70.5,7.3
"79","2018-02-04 03:20:00 -0800",12.5,71,7.4
"79","2018-02-04 03:30:00 -0800",12.5,71.5,7.5
"79","2018-02-04 03:40:00 -0800",12.5,72,7.6
"79","2018-02-04 03:50:00 -0800",12.5,71,7.4
"79","2018-02-04 04:00:00 -0800",13,70,7.7
"79","2018-02-04 04:10:00 -0800",13,70,7.7
"79","2018-02-04 04:20:00 -0800",13,69,7.5
"79","2018-02-04 04:30:00 -0800",12.5,69,7
"79","2018-02-04 04:40:00 -0800",12.5,70,7.2
"79","2018-02-04 04:50:00 -0800",11.5,72.5,6.7
"79","2018-02-04 05:00:00 -0800",11,74.5,6.6
"79","2018-02-04 05:10:00 -0800",11.5,74.5,7.1
"79","2018-02-04 05:20:00 -0800",12,73.5,7.4
"79","2018-02-04 05:30:00 -0800",11.5,73,6.8
"79","2018-02-04 05:40:00 -0800",11.5,74,7
"79","2018-02-04 05:50:00 -0800",11.5,74.5,7.1
"79","2018-02-04 06:00:00 -0800",11.5,75.5,7.3
"79","2018-02-04 06:10:00 -0800",11.5,75,7.2
"79","2018-02-04 06:20:00 -0800",12,74.5,7.6
"79","2018-02-04 06:30:00 -0800",12,73,7.3
"79","2018-02-04 06:40:00 -0800",12,73.5,7.4
"79","2018-02-04 06:50:00 -0800",12,73,7.3
"79","2018-02-04 07:00:00 -0800",12,74,7.5
"79","2018-02-04 07:10:00 -0800",12,73.5,7.4
"79","2018-02-04 07:20:00 -0800",12,73,7.3
"79","2018-02-04 07:30:00 -0800",12.5,72.5,7.7
"79","2018-02-04 07:40:00 -0800",12.5,72.5,7.7
"79","2018-02-04 07:50:00 -0800",13,72.5,8.2
"79","2018-02-04 08:00:00 -0800",15.5,64.5,8.8
"79","2018-02-04 08:10:00 -0800",15,65.5,8.6
"79","2018-02-04 08:20:00 -0800",15.5,65.5,9.1
"79","2018-02-04 08:30:00 -0800",18,60.5,10.3
"79","2018-02-04 08:40:00 -0800",21,53.5,11.2
"79","2018-02-04 08:50:00 -0800",21.5,51.5,11.1
"79","2018-02-04 09:00:00 -0800",22,51,11.4
"79","2018-02-04 09:10:00 -0800",22,52.5,11.8
"79","2018-02-04 09:20:00 -0800",26.5,46.5,14.1
"79","2018-02-04 09:30:00 -0800",29.5,40,14.5
"79","2018-02-04 09:40:00 -0800",30.5,37,14.2
"79","2018-02-04 09:50:00 -0800",35.5,29,14.7
"79","2018-02-04 10:00:00 -0800",31.5,30.5,12.1
"79","2018-02-04 10:10:00 -0800",27.5,34.5,10.5
"79","2018-02-04 10:20:00 -0800",26.5,34.5,9.6
"79","2018-02-04 10:30:00 -0800",26.5,36.5,10.4
"79","2018-02-04 10:40:00 -0800",26,39.5,11.2
"79","2018-02-04 10:50:00 -0800",25,40,10.5
"79","2018-02-04 11:00:00 -0800",26.5,38,11
"79","2018-02-04 11:10:00 -0800",26.5,37.5,10.8
"79","2018-02-04 11:20:00 -0800",27,37,11.1
"79","2018-02-04 11:30:00 -0800",27.5,34,10.2
"79","2018-02-04 11:40:00 -0800",26.5,35,9.8
"79","2018-02-04 11:50:00 -0800",26.5,36,10.2
"79","2018-02-04 12:00:00 -0800",28.5,34,11.1
"79","2018-02-04 12:10:00 -0800",27.5,32.5,9.6
"79","2018-02-04 12:20:00 -0800",26.5,34.5,9.6
"79","2018-02-04 12:30:00 -0800",25.5,35,8.9
"79","2018-02-04 12:40:00 -0800",25.5,35,8.9
"79","2018-02-04 12:50:00 -0800",25,35.5,8.7
"79","2018-02-04 13:00:00 -0800",25,35,8.5
"79","2018-02-04 13:10:00 -0800",25.5,36.5,9.5
"79","2018-02-04 13:20:00 -0800",25.5,35.5,9.1
"79","2018-02-04 13:30:00 -0800",25.5,36,9.3
"79","2018-02-04 13:40:00 -0800",25.5,37,9.7
"79","2018-02-04 13:50:00 -0800",25.5,36,9.3
"79","2018-02-04 14:00:00 -0800",25,36,8.9
"79","2018-02-04 14:10:00 -0800",25.5,35.5,9.1
"79","2018-02-04 14:20:00 -0800",25.5,36.5,9.5
"79","2018-02-04 14:30:00 -0800",25,36,8.9
"79","2018-02-04 14:40:00 -0800",25,37,9.3
"79","2018-02-04 14:50:00 -0800",24.5,36.5,8.7
"79","2018-02-04 15:00:00 -0800",24.5,37.5,9.1
"79","2018-02-04 15:10:00 -0800",24.5,37,8.9
"79","2018-02-04 15:20:00 -0800",24.5,36,8.5
"79","2018-02-04 15:30:00 -0800",24.5,36.5,8.7
"79","2018-02-04 15:40:00 -0800",24,37,8.4
"79","2018-02-04 15:50:00 -0800",23.5,38.5,8.6
"79","2018-02-04 16:00:00 -0800",23,39,8.3
"79","2018-02-04 16:10:00 -0800",23,38,7.9
"79","2018-02-04 16:20:00 -0800",22.5,40,8.2
"79","2018-02-04 16:30:00 -0800",22.5,40.5,8.4
"79","2018-02-04 16:40:00 -0800",22,41,8.2
"79","2018-02-04 16:50:00 -0800",21.5,42.5,8.2
"79","2018-02-04 17:00:00 -0800",21,44,8.3
"79","2018-02-04 17:10:00 -0800",19.5,48.5,8.4
"79","2018-02-04 17:20:00 -0800",17.5,52,7.5
"79","2018-02-04 17:30:00 -0800",16.5,56.5,7.8
"79","2018-02-04 17:40:00 -0800",16,58,7.7
"79","2018-02-04 17:50:00 -0800",15.5,60.5,7.9
"79","2018-02-04 18:00:00 -0800",15,62,7.8
"79","2018-02-04 18:10:00 -0800",14.5,64,7.8
"79","2018-02-04 18:20:00 -0800",14,64,7.3
"79","2018-02-04 18:30:00 -0800",13.5,65,7.1
"79","2018-02-04 18:40:00 -0800",13,67,7
"79","2018-02-04 18:50:00 -0800",12.5,69,7
"79","2018-02-04 19:00:00 -0800",12.5,69,7
"79","2018-02-04 19:10:00 -0800",12.5,69,7
"79","2018-02-04 19:20:00 -0800",13,68,7.2
"79","2018-02-04 19:30:00 -0800",13,67,7
"79","2018-02-04 19:40:00 -0800",13.5,65.5,7.2
"79","2018-02-04 19:50:00 -0800",13,67.5,7.1
"79","2018-02-04 20:00:00 -0800",13,67.5,7.1
"79","2018-02-04 20:10:00 -0800",13,67,7
"79","2018-02-04 20:20:00 -0800",13,67,7
"79","2018-02-04 20:30:00 -0800",13,67.5,7.1
"79","2018-02-04 20:40:00 -0800",12,69.5,6.6
"79","2018-02-04 20:50:00 -0800",12,70,6.7
"79","2018-02-04 21:00:00 -0800",12,70,6.7
"79","2018-02-04 21:10:00 -0800",12.5,69.5,7.1
"79","2018-02-04 21:20:00 -0800",12.5,69,7
"79","2018-02-04 21:30:00 -0800",12.5,69.5,7.1
"79","2018-02-04 21:40:00 -0800",12.5,69.5,7.1
"79","2018-02-04 21:50:00 -0800",12,71.5,7
"79","2018-02-04 22:00:00 -0800",12.5,70,7.2
"79","2018-02-04 22:10:00 -0800",12.5,69,7
"79","2018-02-04 22:20:00 -0800",12,70.5,6.8
"79","2018-02-04 22:30:00 -0800",11,72.5,6.3
"79","2018-02-04 22:40:00 -0800",11,76,6.9
"79","2018-02-04 22:50:00 -0800",12,72.5,7.2
"79","2018-02-04 23:00:00 -0800",12,71,6.9
"79","2018-02-04 23:10:00 -0800",11,72.5,6.3
"79","2018-02-04 23:20:00 -0800",11,75.5,6.8
"79","2018-02-04 23:30:00 -0800",11,73.5,6.5
"79","2018-02-04 23:40:00 -0800",11.5,71.5,6.5
"79","2018-02-04 23:50:00 -0800",12,70.5,6.8
"79","2018-02-05 00:00:00 -0800",11,72,6.2
"79","2018-02-05 00:10:00 -0800",11.5,71.5,6.5
"79","2018-02-05 00:20:00 -0800",12,71,6.9
"79","2018-02-05 00:30:00 -0800",12.5,69,7
"79","2018-02-05 00:40:00 -0800",12,69.5,6.6
"79","2018-02-05 00:50:00 -0800",12,69.5,6.6
"79","2018-02-05 01:00:00 -0800",11.5,69.5,6.1
"79","2018-02-05 01:10:00 -0800",11,72.5,6.3
"79","2018-02-05 01:20:00 -0800",11.5,72.5,6.7
"79","2018-02-05 01:30:00 -0800",11,73,6.4
"79","2018-02-05 01:40:00 -0800",11,73.5,6.5
"79","2018-02-05 01:50:00 -0800",11,73,6.4
"79","2018-02-05 02:00:00 -0800",10.5,73.5,6
"79","2018-02-05 02:10:00 -0800",10.5,75.5,6.4
"79","2018-02-05 02:20:00 -0800",10.5,75,6.3
"79","2018-02-05 02:30:00 -0800",10.5,75.5,6.4
"79","2018-02-05 02:40:00 -0800",10.5,76,6.5
"79","2018-02-05 02:50:00 -0800",10.5,76,6.5
"79","2018-02-05 03:00:00 -0800",10.5,76.5,6.6
"79","2018-02-05 03:10:00 -0800",11,74,6.6
"79","2018-02-05 03:20:00 -0800",11.5,72.5,6.7
"79","2018-02-05 03:30:00 -0800",11,73,6.4
"79","2018-02-05 03:40:00 -0800",11,73.5,6.5
"79","2018-02-05 03:50:00 -0800",10.5,75,6.3
"79","2018-02-05 04:00:00 -0800",10,77,6.2
"79","2018-02-05 04:10:00 -0800",10.5,76.5,6.6
"79","2018-02-05 04:20:00 -0800",10.5,76,6.5
"79","2018-02-05 04:30:00 -0800",10.5,77.5,6.7
"79","2018-02-05 04:40:00 -0800",10.5,76,6.5
"79","2018-02-05 04:50:00 -0800",10.5,77.5,6.7
"79","2018-02-05 05:00:00 -0800",10,78,6.3
"79","2018-02-05 05:10:00 -0800",10,79,6.5
"79","2018-02-05 05:20:00 -0800",11,78,7.3
"79","2018-02-05 05:30:00 -0800",11.5,75,7.2
"79","2018-02-05 05:40:00 -0800",11.5,74.5,7.1
"79","2018-02-05 05:50:00 -0800",11,75.5,6.8
"79","2018-02-05 06:00:00 -0800",11,75,6.7
"79","2018-02-05 06:10:00 -0800",10.5,76,6.5
"79","2018-02-05 06:20:00 -0800",10.5,76.5,6.6
"79","2018-02-05 06:30:00 -0800",10.5,77.5,6.7
"79","2018-02-05 06:40:00 -0800",11.5,73,6.8
"79","2018-02-05 06:50:00 -0800",10.5,75,6.3
"79","2018-02-05 07:00:00 -0800",9.5,79.5,6.1
"79","2018-02-05 07:10:00 -0800",9.5,80.5,6.3
"79","2018-02-05 07:20:00 -0800",10,80.5,6.8
"79","2018-02-05 07:30:00 -0800",10,79,6.5
"79","2018-02-05 07:40:00 -0800",10,79.5,6.6
"79","2018-02-05 07:50:00 -0800",11,79,7.5
"79","2018-02-05 08:00:00 -0800",13.5,74.5,9.1
"79","2018-02-05 08:10:00 -0800",15,67.5,9
"79","2018-02-05 08:20:00 -0800",15.5,65.5,9.1
"79","2018-02-05 08:30:00 -0800",16,65.5,9.5
"79","2018-02-05 08:40:00 -0800",20.5,52,10.3
"79","2018-02-05 08:50:00 -0800",25,42,11.2
"79","2018-02-05 09:00:00 -0800",27,39.5,12.1
"79","2018-02-05 09:10:00 -0800",29,40,14
"79","2018-02-05 09:20:00 -0800",30.5,35,13.3
"79","2018-02-05 09:30:00 -0800",32,33.5,13.9
"79","2018-02-05 09:40:00 -0800",31,35,13.7
"79","2018-02-05 09:50:00 -0800",34,30.5,14.2
"79","2018-02-05 10:00:00 -0800",35,30,14.8
"79","2018-02-05 10:10:00 -0800",33,31.5,13.9
"79","2018-02-05 10:20:00 -0800",32.5,31.5,13.4
"79","2018-02-05 10:30:00 -0800",31,29.5,11.1
"79","2018-02-05 10:40:00 -0800",30,30,10.5
"79","2018-02-05 10:50:00 -0800",28,36,11.5
"79","2018-02-05 11:00:00 -0800",28.5,33.5,10.9
"79","2018-02-05 11:10:00 -0800",32.5,30.5,12.9
"79","2018-02-05 11:20:00 -0800",34.5,26.5,12.5
"79","2018-02-05 11:30:00 -0800",33,27,11.5
"79","2018-02-05 11:40:00 -0800",31,28.5,10.6
"79","2018-02-05 11:50:00 -0800",31.5,27.5,10.5
"79","2018-02-05 12:00:00 -0800",30.5,28.5,10.2
"79","2018-02-05 12:10:00 -0800",30.5,29,10.5
"79","2018-02-05 12:20:00 -0800",30,27,9
"79","2018-02-05 12:30:00 -0800",29.5,28,9.1
"79","2018-02-05 12:40:00 -0800",29,30,9.7
"79","2018-02-05 12:50:00 -0800",28,30,8.8
"79","2018-02-05 13:00:00 -0800",28,29.5,8.6
"79","2018-02-05 13:10:00 -0800",27.5,30.5,8.6
"79","2018-02-05 13:20:00 -0800",28.5,29.5,9
"79","2018-02-05 13:30:00 -0800",28.5,28,8.2
"79","2018-02-05 13:40:00 -0800",28,28,7.8
"79","2018-02-05 13:50:00 -0800",27.5,31.5,9.1
"79","2018-02-05 14:00:00 -0800",27.5,31,8.9
"79","2018-02-05 14:10:00 -0800",28,31.5,9.5
"79","2018-02-05 14:20:00 -0800",28,31.5,9.5
"79","2018-02-05 14:30:00 -0800",27,32.5,9.1
"79","2018-02-05 14:40:00 -0800",26,34.5,9.1
"79","2018-02-05 14:50:00 -0800",25.5,35,8.9
"79","2018-02-05 15:00:00 -0800",25,36.5,9.1
"79","2018-02-05 15:10:00 -0800",25.5,35,8.9
"79","2018-02-05 15:20:00 -0800",25,36,8.9
"79","2018-02-05 15:30:00 -0800",25,36,8.9
"79","2018-02-05 15:40:00 -0800",25,37,9.3
"79","2018-02-05 15:50:00 -0800",24,38.5,9
"79","2018-02-05 16:00:00 -0800",23.5,38.5,8.6
"79","2018-02-05 16:10:00 -0800",24,38,8.8
"79","2018-02-05 16:20:00 -0800",23,40,8.7
"79","2018-02-05 16:30:00 -0800",23,41.5,9.2
"79","2018-02-05 16:40:00 -0800",23,45.5,10.6
"79","2018-02-05 16:50:00 -0800",22,46,9.9
"79","2018-02-05 17:00:00 -0800",21.5,48,10
"79","2018-02-05 17:10:00 -0800",20,49.5,9.1
"79","2018-02-05 17:20:00 -0800",19,52,8.9
"79","2018-02-05 17:30:00 -0800",17.5,56,8.6
"79","2018-02-05 17:40:00 -0800",17,56.5,8.3
"79","2018-02-05 17:50:00 -0800",17,53,7.4
"79","2018-02-05 18:00:00 -0800",16.5,52,6.6
"79","2018-02-05 18:10:00 -0800",16.5,49.5,5.9
"79","2018-02-05 18:20:00 -0800",16.5,50,6.1
"79","2018-02-05 18:30:00 -0800",15.5,58.5,7.4
"79","2018-02-05 18:40:00 -0800",14.5,60.5,7
"79","2018-02-05 18:50:00 -0800",15,56.5,6.4
"79","2018-02-05 19:00:00 -0800",15,55.5,6.2
"79","2018-02-05 19:10:00 -0800",14.5,57,6.1
"79","2018-02-05 19:20:00 -0800",15,55,6
"79","2018-02-05 19:30:00 -0800",13.5,59,5.7
"79","2018-02-05 19:40:00 -0800",12.5,65,6.1
"79","2018-02-05 19:50:00 -0800",12.5,65.5,6.2
"79","2018-02-05 20:00:00 -0800",12.5,64.5,6
"79","2018-02-05 20:10:00 -0800",12.5,64.5,6
"79","2018-02-05 20:20:00 -0800",12.5,64,5.9
"79","2018-02-05 20:30:00 -0800",13,61.5,5.8
"79","2018-02-05 20:40:00 -0800",12,64,5.4
"79","2018-02-05 20:50:00 -0800",11.5,67,5.6
"79","2018-02-05 21:00:00 -0800",12,65,5.6
"79","2018-02-05 21:10:00 -0800",13,61.5,5.8
"79","2018-02-05 21:20:00 -0800",11.5,66,5.4
"79","2018-02-05 21:30:00 -0800",10.5,69.5,5.2
"79","2018-02-05 21:40:00 -0800",10.5,70,5.3
"79","2018-02-05 21:50:00 -0800",11,69,5.5
"79","2018-02-05 22:00:00 -0800",11,68.5,5.4
"79","2018-02-05 22:10:00 -0800",11,69.5,5.6
"79","2018-02-05 22:20:00 -0800",11.5,68,5.8
"79","2018-02-05 22:30:00 -0800",10.5,69.5,5.2
"79","2018-02-05 22:40:00 -0800",11,69.5,5.6
"79","2018-02-05 22:50:00 -0800",11,70,5.7
"79","2018-02-05 23:00:00 -0800",10.5,70.5,5.4
"79","2018-02-05 23:10:00 -0800",10,73,5.4
"79","2018-02-05 23:20:00 -0800",10,74,5.6
"79","2018-02-05 23:30:00 -0800",10,74,5.6
"79","2018-02-05 23:40:00 -0800",11,71.5,6.1
"79","2018-02-05 23:50:00 -0800",10,72.5,5.3
"79","2018-02-06 00:00:00 -0800",10,74.5,5.7
"79","2018-02-06 00:10:00 -0800",10,75,5.8
"79","2018-02-06 00:20:00 -0800",10,74.5,5.7
"79","2018-02-06 00:30:00 -0800",10.5,74.5,6.2
"79","2018-02-06 00:40:00 -0800",11.5,72,6.6
"79","2018-02-06 00:50:00 -0800",12,72,7.1
"79","2018-02-06 01:00:00 -0800",10.5,71,5.5
"79","2018-02-06 01:10:00 -0800",9,76,5
"79","2018-02-06 01:20:00 -0800",9.5,80,6.2
"79","2018-02-06 01:30:00 -0800",10,79.5,6.6
"79","2018-02-06 01:40:00 -0800",10,77.5,6.3
"79","2018-02-06 01:50:00 -0800",11,76.5,7
"79","2018-02-06 02:00:00 -0800",10.5,75,6.3
"79","2018-02-06 02:10:00 -0800",11,75.5,6.8
"79","2018-02-06 02:20:00 -0800",11,74.5,6.6
"79","2018-02-06 02:30:00 -0800",10.5,74,6.1
"79","2018-02-06 02:40:00 -0800",10,77,6.2
"79","2018-02-06 02:50:00 -0800",10,78,6.3
"79","2018-02-06 03:00:00 -0800",10,77.5,6.3
"79","2018-02-06 03:10:00 -0800",9.5,79,6
"79","2018-02-06 03:20:00 -0800",10,79,6.5
"79","2018-02-06 03:30:00 -0800",10,78,6.3
"79","2018-02-06 03:40:00 -0800",9,80.5,5.8
"79","2018-02-06 03:50:00 -0800",9,83,6.3
"79","2018-02-06 04:00:00 -0800",9.5,80.5,6.3
"79","2018-02-06 04:10:00 -0800",9.5,76.5,5.6
"79","2018-02-06 04:20:00 -0800",9.5,74.5,5.2
"79","2018-02-06 04:30:00 -0800",9.5,74,5.1
"79","2018-02-06 04:40:00 -0800",9,74.5,4.7
"79","2018-02-06 04:50:00 -0800",9.5,74,5.1
"79","2018-02-06 05:00:00 -0800",9.5,71,4.5
"79","2018-02-06 05:10:00 -0800",9.5,69.5,4.2
"79","2018-02-06 05:20:00 -0800",10,68,4.4
"79","2018-02-06 05:30:00 -0800",10,67,4.2
"79","2018-02-06 05:40:00 -0800",10,64.5,3.6
"79","2018-02-06 05:50:00 -0800",9,68.5,3.5
"79","2018-02-06 06:00:00 -0800",9,68.5,3.5
"79","2018-02-06 06:10:00 -0800",9.5,65.5,3.4
"79","2018-02-06 06:20:00 -0800",9,66,3
"79","2018-02-06 06:30:00 -0800",9.5,65,3.3
"79","2018-02-06 06:40:00 -0800",8.5,66.5,2.6
"79","2018-02-06 06:50:00 -0800",8.5,66.5,2.6
"79","2018-02-06 07:00:00 -0800",8.5,66.5,2.6
"79","2018-02-06 07:10:00 -0800",8.5,68,2.9
"79","2018-02-06 07:20:00 -0800",9.5,64.5,3.2
"79","2018-02-06 07:30:00 -0800",9,64,2.6
"79","2018-02-06 07:40:00 -0800",8.5,65.5,2.4
"79","2018-02-06 07:50:00 -0800",10.5,62,3.5
"79","2018-02-06 08:00:00 -0800",13,56,4.4
"79","2018-02-06 08:10:00 -0800",15,52.5,5.4
"79","2018-02-06 08:20:00 -0800",15,54.5,5.9
"79","2018-02-06 08:30:00 -0800",16,51.5,6
"79","2018-02-06 08:40:00 -0800",20.5,44.5,8
"79","2018-02-06 08:50:00 -0800",24.5,36.5,8.7
"79","2018-02-06 09:00:00 -0800",26.5,34.5,9.6
"79","2018-02-06 09:10:00 -0800",28,32,9.8
"79","2018-02-06 09:20:00 -0800",29.5,27.5,8.8
"79","2018-02-06 09:30:00 -0800",30,28,9.5
"79","2018-02-06 09:40:00 -0800",30.5,25,8.3
"79","2018-02-06 09:50:00 -0800",33,21.5,8.1
"79","2018-02-06 10:00:00 -0800",33.5,20,7.5
"79","2018-02-06 10:10:00 -0800",30,23,6.6
"79","2018-02-06 10:20:00 -0800",28.5,25,6.6
"79","2018-02-06 10:30:00 -0800",30,22,6
"79","2018-02-06 10:40:00 -0800",30.5,21,5.7
"79","2018-02-06 10:50:00 -0800",28,22.5,4.6
"79","2018-02-06 11:00:00 -0800",28,22.5,4.6
"79","2018-02-06 11:10:00 -0800",30.5,18.5,3.9
"79","2018-02-06 11:20:00 -0800",31,20.5,5.8
"79","2018-02-06 11:30:00 -0800",29.5,19.5,3.8
"79","2018-02-06 11:40:00 -0800",28.5,20.5,3.7
"79","2018-02-06 11:50:00 -0800",29,20,3.8
"79","2018-02-06 12:00:00 -0800",27.5,21.5,3.6
"79","2018-02-06 12:10:00 -0800",26,21,2
"79","2018-02-06 12:20:00 -0800",26,23.5,3.6
"79","2018-02-06 12:30:00 -0800",26,21.5,2.3
"79","2018-02-06 12:40:00 -0800",26,22.5,3
"79","2018-02-06 12:50:00 -0800",25.5,22,2.2
"79","2018-02-06 13:00:00 -0800",25,22,1.8
"79","2018-02-06 13:10:00 -0800",25,22.5,2.1
"79","2018-02-06 13:20:00 -0800",25,21.5,1.5
"79","2018-02-06 13:30:00 -0800",24.5,22.5,1.7
"79","2018-02-06 13:40:00 -0800",25,22,1.8
